progress,duration_sec,finished,consent,responsible,owner_surrender,state_prov,long_work,org_type,org_type_other,org_type_recode,intake_type,intake_type_other,intake_type_recode,yearly_dog_intake,percent_owner_surrender,shelter_soft,shelter_soft_other,shelter_soft_recode,shelter_soft_recode1,s1_primary,s1_breed1,s1_purebred,s1_breed2,s1_colour1,s1_colour2,s1_reason1,s1_additional1,s1_reason2,s1_additional2,s1_reason3,s1_additional3,s1_reason4,s1_additional4,s1_reason5,s1_additional5,s1_reason6,s1_additional6,s1_reason7,s1_additional7,s1_reason8,s1_additional8,s1_reason9,s1_additional9,s1_reason10,s2_primary,s2_breed1,s2_purebred,s2_breed2,s2_colour1,s2_colour2,s2_reason1,s2_additional1,s2_reason2,s2_additional2,s2_reason3,s2_additional3,s2_reason4,s2_additional4,s2_reason5,s2_additional5,s2_reason6,s2_additional6,s2_reason7,s2_additional7,s2_reason8,s2_additional8,s2_reason9,s2_additional9,s2_reason10,s3_primary,s3_breed1,s3_purebred,s3_breed2,s3_colour1,s3_colour2,s3_reason1,s3_additional1,s3_reason2,s3_additional2,s3_reason3,s3_additional3,s3_reason4,s3_additional4,s3_reason5,s3_additional5,s3_reason6,s3_additional6,s3_reason7,s3_additional7,s3_reason8,s3_additional8,s3_reason9,s3_additional9,s3_reason10,s4_primary,s4_breed1,s4_purebred,s4_breed2,s4_colour1,s4_colour2,s4_reason1,s4_additional1,s4_reason2,s4_additional2,s4_reason3,s4_additional3,s4_reason4,s4_additional4,s4_reason5,s4_additional5,s4_reason6,s4_additional6,s4_reason7,s4_additional7,s4_reason8,s4_additional8,s4_reason9,s4_additional9,s4_reason10,reason_accurate,percent_human,percent_animal,choose_primary,more_than_one,owner_provide_one,owner_truth,assistance_change,difficult_change,scenarios_reflect,explain_scenarios,order
100,90,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1306,TRUE,"YES, I consent to participate in this study",Yes,Yes,Kansas,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Other:,"Managed Admission - strays per contracts, surrenders when space is available only",Limited intake (only when space in the shelter is available for that animal),200,5,Other:,"Currently ShelterLuv, transitioning to ASM",Shelterluv,Shelterluv,No Time For Pet/Pet Is Too Much Responsibility,Terrier,Mixed, Terrier,Tan,Black,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Brittany Spaniel,Black,None,No Time For Pet/Pet Is Too Much Responsibility,Yes,Cant Afford Food/Grooming/General Expenses,No,,,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,German Shepherd,Mixed, Australian Cattle Dog/Red Heeler,Tan,None,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,No,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Border Collie,Tan,Brown,No Time For Pet/Pet Is Too Much Responsibility,Yes,Allergies - Person Has Allergies To Pet,No,,,,,,,,,,,,,,,,8,60,50,"The primary reason is most frequently that the person no longer wants to, is prepared to, or is willing to care for the dog.",Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,8,"The scenarios are very common, but there are also evictions, death of a family member who was the owner of the pet, all sorts of behavior that could be remedied with training or change in owner behavior/environment, or proper veterinary care including spay/neuter.",Scenario#1-DatainputScenario#2-DatainputScenario#4-DatainputScenario#3-Datainput
2,115586,FALSE,"YES, I consent to participate in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,29,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,FALSE,"YES, I consent to participate in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1146,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,56,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4243,FALSE,"YES, I consent to participate in this study",Yes,Yes,Washington,5 + years,Private shelter,,Private shelter/rescue,Open intake (no appointment),,Open intake (no appointment),2500,80,Shelterluv,,Shelterluv,Shelterluv,No Time For Pet/Pet Is Too Much Responsibility,Pit Bull Terrier,Mixed, German Shepherd,Tan,Black,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Too Active,No,,,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,,,Unwanted Litter,Collie Smooth,Mixed, German Shepherd,Blonde,White,Unwanted Litter,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Too Many Animals,No,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Red Gold,White,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#1-DatainputScenario#3-DatainputScenario#4-DatainputScenario#2-Datainput
3,595,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20183,FALSE,"YES, I consent to participate in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,96287,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,5068,TRUE,"YES, I consent to participate in this study",Yes,Yes,Saskatchewan,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Appointment-based,,Appointment-based,900,20,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Life Change - New Baby/Divorce/Relation Split/etc.,American Staffordshire Terrier,Mixed, Labrador Retriever,Tan,White,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Border Collie,Mixed, Labrador Retriever,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Pet Has Anxiety,Yes,Cant Afford Food/Grooming/General Expenses,No,,,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Border Collie,Mixed, German Shepherd,Tan,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Terrier,Mixed, Labrador Retriever,White,Tan,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),No,,,,,,,,,,,,4,100,40,Whichever reason seems to be the impetus for surrender.,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,7,"Scenarios are often very similar and owners tend to provide a variety of reasons to support their surrender. Very few, if given tools, are willing to use them and keep the animal. Very few are willing to put in any work.",Scenario#4-DatainputScenario#2-DatainputScenario#3-DatainputScenario#1-Datainput
3,101824,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,87,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,> 2 - 5 years,Private rescue with shelter facility,,Private shelter/rescue,Appointment-based,,Appointment-based,0,0,Do not use shelter software,,Do not use shelter software,Do not use shelter software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#1-DatainputScenario#3-DatainputScenario#2-DatainputScenario#4-Datainput
100,3583,TRUE,"YES, I consent to participate in this study",Yes,Yes,Georgia,5 + years,Private shelter,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),1140,40,Shelterluv,,Shelterluv,Shelterluv,Behaviour - Growls/Lunges/Claws/Hisses At People,Terrier,Mixed, Pit Bull Terrier,Brown,Black,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,Behaviour - Too Active,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Cant Afford Vet Expenses for Chronic Condition,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Focus On Pets Medical Needs (Not Due To Cost),No,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Labrador Retriever,Mixed, Terrier,Red,White,No Time For Pet/Pet Is Too Much Responsibility,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,No,,,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Australian Cattle Dog/Red Heeler,Mixed, Terrier,Cream,Red,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,No,,,,,,,,,,,,,,8,70,30,"Using active listening skills. The primary reason is not always the first thing they mention. Typically if you have a solution for the first reason they give but are unwilling to do that and then proceed to give a secondary reason, sometimes that is the primary reason. Often people are reluctant to give you negative information such as any sort of reactivity /aggression issues for fear that you will not take the animal. ",Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,9,"We have a lot of life change/moving scenarios currently but often it is also couple with a behavior issue. Mostly it is just a dog being a dog, but when also dealing with the life change, working with the dog can seem daunting to them. We are also close to a military base so we receive many calls about moving due to being stationed somewhere else. ",Scenario#3-DatainputScenario#4-DatainputScenario#1-DatainputScenario#2-Datainput
100,984,TRUE,"YES, I consent to participate in this study",Yes,Yes,Colorado,6 months - 1 year,Private with municipal contract(s),,Private with municipal contract(s),Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),50,50,Animal Shelter Manager,,Animal Shelter Manager,Other,Allergies - Person Has Allergies To Pet,American Bulldog,Purebred,,Brown,Buff,Behaviour - Pet Is Not Good With Children,No,,,,,,,,,,,,,,,,,,Home - Pet Is Showing Signs Of Stress In The Home,American Bulldog,Purebred,,Black,Black,Cant Afford Vet Expenses for Procedure/Illness,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,American Foxhound,Purebred,,Brown,Buff,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Australian Shepherd,Purebred,,Brown,Buff,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,No,,,,,,,,,,,,,,,,7,60,71,动物的破坏性,Agree,Agree,Disagree,Agree,Agree,7,由于动物疾病，无法负担兽医费用进行投降,Scenario#3-DatainputScenario#1-DatainputScenario#4-DatainputScenario#2-Datainput
3,32,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2776,TRUE,"YES, I consent to participate in this study",Yes,Yes,Georgia,> 2 - 5 years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Other:,"Open intake for strays, scheduled owner surrenders",Appointment-based,960,20,Petpoint,,Petpoint,Petpoint,Behaviour - Too Active,Rhodesian Ridgeback,Mixed, Labrador Retriever,Brown,Black,Behaviour - Too Active,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,No,,,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Cant Afford Food/Grooming/General Expenses,No,,,,,,,,,,,,,,Unwanted Litter,Labrador Retriever,Mixed, Terrier,Brown,White,Unwanted Litter,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),No,,,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Catahoula Leopard Dog,Red Roan,White,Behaviour - Keeps Escaping,Yes,Behaviour - Too Active,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,4,60,30,"The ""final straw"" reasoning or what they aren't willing to keep the dog for even when given resources such as free spay/neuter, meeting with a trainer, food bank, etc. ",Somewhat Agree,Agree,Neutral,Strongly Agree,Neutral,7,"I feel that a big chunk of our dogs (in the past) are surrendered for behavioral reasons or when the owner just doesn't want to train their dog. Then we see financial reasons. 

Currently, we are having a big influx of dogs surrendered due to landlord issues. Several low income communities were recently bought out by new management. The new management changed their pet policies and were ""forcing"" people to get rid of their dogs or they would face fines. The communities affected are mainly low income or also immigrants who either don't have the money to move or are worried about getting in trouble. ",Scenario#4-DatainputScenario#2-DatainputScenario#3-DatainputScenario#1-Datainput
9,1776,FALSE,"YES, I consent to participate in this study",Yes,Yes,Nevada,5 + years,Private rescue with shelter facility,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),1000,25,Petpoint,,Petpoint,Petpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#2-DatainputScenario#4-DatainputScenario#1-DatainputScenario#3-Datainput
3,13,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2895,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,FALSE,"YES, I consent to participate in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,70,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,14,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1173,TRUE,"YES, I consent to participate in this study",Yes,Yes,Pennsylvania,5 + years,Private shelter,,Private shelter/rescue,Other:,"Owner surrenders by appointment, & the receiving shelter for large transports from other high-risk shelters",Appointment-based,1200,10,Petpoint,,Petpoint,Petpoint,Life Change - New Baby/Divorce/Relation Split/etc.,Caucasian Shepherd,Mixed, Staffordshire Bull Terrier,Brown,None,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,American Staffordshire Terrier,Mixed, Anatolian Shepherd,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,,,,,Unwanted Litter,Australian Shepherd,Mixed, American Staffordshire Terrier,Tan,White,Unwanted Litter,Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Tan,White,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,,,8,61,50,"Review surrender notes and figure out which seems to have the biggest influence. Sometimes, at my shelter, that is ""unrealistic expectations""",Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,7,Main difference - we do not breed label at my shelter so that portion was difficult for me,Scenario#4-DatainputScenario#1-DatainputScenario#2-DatainputScenario#3-Datainput
100,1604,TRUE,"YES, I consent to participate in this study",Yes,Yes,California,6 months - 1 year,Private with municipal contract(s),,Private with municipal contract(s),Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),4600,17,Petpoint,,Petpoint,Petpoint,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, Pit Bull Terrier,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,No,,,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,German Shepherd,Mixed, Labrador Retriever,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,German Shepherd,Mixed, Labrador Retriever,Tan,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,Cant Afford Spay/Neuter,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Cream,Tan,Behaviour - Keeps Escaping,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,,,5,91,40,"I choose the least ""fixable"" issue. If it is a behavior issue that can be fixed with training, resources, etc. that we can offer and the owner is still choosing to not accept help, we can say that the primary reason for surrender will be the human-issue like moving or a life-change.",Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,7, This scenarios are very similar. We get many people trying to surrender pets because they are moving and cannot take the pet with them. ,Scenario#4-DatainputScenario#2-DatainputScenario#3-DatainputScenario#1-Datainput
100,715,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,410,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,225,FALSE,"YES, I consent to participate in this study",Yes,Yes,Wisconsin,6 months - 1 year,Private with municipal contract(s),,Private with municipal contract(s),Appointment-based,,Appointment-based,286,33,Other:,ShelterBoss,ShelterBoss,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#3-DatainputScenario#2-DatainputScenario#1-DatainputScenario#4-Datainput
100,27,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,15,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,26,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,3472,TRUE,"YES, I consent to participate in this study",Yes,Yes,Ohio,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Other:,Both open and appointment based,Mixed intake types,4000,18,Petpoint,,Petpoint,Petpoint,No Time For Pet/Pet Is Too Much Responsibility,German Shepherd,Mixed, Rhodesian Ridgeback,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,Behaviour - Too Active,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,No Time For Pet/Pet Is Too Much Responsibility,Yes,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Labrador Retriever,Mixed, German Shepherd,Tan,White,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Unwanted Litter,No,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,White,Red,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,4,81,19,Conversation. Sometimes the real reason is the first one given. Often times it takes conversation and time to get to the truth of the matter.,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,3,"The number one reason that people ""need"" to surrender, in our area, is eviction/landlord changed lease. The second is the inability to afford vet care, third would probably be that the dog was involved in an incident, either with another dog or a person. We do end up with a sprinkling of other reasons, but the scenarios described in this survey would be the exceptions, not the norm.",Scenario#3-DatainputScenario#1-DatainputScenario#4-DatainputScenario#2-Datainput
100,41,TRUE,"YES, I consent to participate in this study",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1042,TRUE,"YES, I consent to participate in this study",Yes,Yes,Oregon,> 2 - 5 years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Appointment-based,,Appointment-based,1282,8,Chameleon,,Chameleon,Chameleon,Behaviour - Too Active,German Shepherd,Mixed, Boxer,Tan,Black,Behaviour - Too Active,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,,,Behaviour - Pet Has Anxiety,Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Behaviour - Pet Has Anxiety,Yes,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,Behaviour - Housetraining/Spraying/Marking Issues,Labrador Retriever,Mixed, Husky,Blonde,White,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Too Many Animals,No,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Pit Bull Terrier,Red Merle,Cream,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Too Active,No,,,,,,,,,,,,,,7,71,30,The one that seemed to be the most likely to result in the actual decision being made. ,Agree,Somewhat Agree,Agree,Neutral,Agree,8,Many involve owner related issues that have an underlying behavior concern as well. Many people are not completely honest about the behavior related aspect of surrender because they believe it will affect the animal's chance of being adopted,Scenario#3-DatainputScenario#4-DatainputScenario#1-DatainputScenario#2-Datainput
100,16,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
